,Unnamed: 0,Age,Gender,Location,Income,Decision maker,movie ticket,medium pizza,coca cola,oven,shampoo,Leisure; entertainment and travel.1,Food and dishes.1,Commodities and groceries.1,Productivity; gadgets and technology.1,Lifestyle; beauty and clothing.1,decrease Leisure; entertainment and travel,decrease Food and dishes,decrease Commodities and groceries,decrease Productivity; gadgets and technology,decerase Lifestyle; beauty and clothing,payment preference,shopping preference,planned or preplanned,transaction frequency,willingness for additional charges,feeling towards discount_online,brand charges more than another_online,time category,movie ticket price,medium pizza price,coca cola price,oven price,shampoo price,Leisure; entertainment and travel,Food and dishes,Commodities and groceries,Productivity; gadgets and technology,Lifestyle; beauty and clothing,Age_encoded,feeling towards discount,brand charges more than another,Payment Preference,Shopping Preference,Spontaneous or Preplanned,Transaction Frequency
249,249,18-24,Female,Mumbai,"Rs. 50,000- 2,00,000",No,200,350,80,6000,150,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Pre Planned,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Overestimated,Underestimated,Underestimated,1,2,1,1,2,0,1,0,5,3,1,4
250,250,18-24,Female,Mumbai,"Rs. 50,000- 2,00,000","Yes, but only for myself",300,300,70,5000,200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,1,1,1,2,2,0,1,1,4,5,4,5
251,251,25-34,Male,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",250,500,30,20000,700,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Underestimated,Overestimated,Overestimated,2,2,1,2,2,1,2,2,5,5,4,4
252,252,18-24,Female,Bangalore,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",500,250,30,12000,100,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Accurate,Underestimated,Overestimated,Underestimated,1,2,2,1,1,0,1,1,4,3,4,3
253,253,35-54,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",250,500,40,16000,300,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Accurate,2,1,1,1,2,2,2,2,5,3,1,2
254,254,25-34,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",300,400,40,20000,150,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Digital,Online,,Less Frequent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,2,1,2,1,1,1,0,5,4,,2
255,255,35-54,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,280,600,40,15000,350,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Indifferent,Indifferent,Spontaneous,Less Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Accurate,2,1,1,2,2,2,0,0,3,3,4,2
256,256,18-24,Male,Bangalore,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,500,50,25000,400,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Digital,Online,,,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Overestimated,Overestimated,Overestimated,Overestimated,1,1,1,1,2,0,1,0,5,4,,
257,257,25-34,Female,Other,"Below Rs. 50,000",No,250,320,30,18000,200,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Digital,Offline,Pre Planned,,0.2,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Underestimated,Overestimated,Underestimated,2,1,2,2,2,1,2,1,4,2,1,
258,258,18-24,Female,Bangalore,"Rs. 50,000- 2,00,000","Yes, but only for myself",130,150,70,7000,300,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Digital,Online,Spontaneous,Less Frequent,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Underestimated,Underestimated,Overestimated,Accurate,Accurate,2,1,1,2,2,0,0,1,5,5,5,1
259,259,25-34,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,350,400,35,15000,130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Indifferent,More Frequent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Overestimated,Accurate,Overestimated,Underestimated,2,1,2,2,1,1,1,0,5,2,3,5
260,260,25-34,Female,Other,"Rs. 50,000- 2,00,000",No,300,300,40,20000,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,More Frequent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,1,1,1,2,2,1,1,0,5,3,4,4
261,261,18-24,Female,Other,"Below Rs. 50,000","Yes, but only for myself",270,400,80,9500,400,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Indifferent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Overestimated,Accurate,Overestimated,1,1,1,2,2,0,1,0,5,5,3,3
262,262,18-24,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",270,300,100,9000,350,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,No Time,Accurate,Accurate,Overestimated,Accurate,Accurate,0,1,0,1,2,0,0,0,5,4,4,4
263,263,18-24,Male,Mumbai,"Below Rs. 50,000","Yes, but only for myself",250,300,80,7500,340,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,More Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Overestimated,Accurate,Accurate,0,1,1,1,2,0,0,0,4,4,3,4
264,264,18-24,Female,Mumbai,"Below Rs. 50,000","Yes, but only for myself",300,250,80,8000,340,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,More Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,No Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,1,1,2,2,0,0,0,5,4,3,4
265,265,25-34,Male,Kolkata,"Below Rs. 50,000","Yes, but only for myself",250,300,80,8000,350,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Digital,Online,Indifferent,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Accurate,Accurate,Overestimated,Accurate,Accurate,2,1,1,1,2,1,1,2,5,5,3,4
266,266,25-34,Male,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",270,250,80,7500,350,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Digital,Indifferent,Spontaneous,Indifferent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,1,1,2,2,1,0,0,5,3,4,3
267,267,25-34,Female,Other,"Below Rs. 50,000","Yes, but only for myself",300,300,80,8000,340,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,More Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,No Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,1,1,1,1,1,0,0,5,5,3,5
268,268,35-54,Female,Mumbai,"Rs. 50,000- 2,00,000",,300,250,80,7000,340,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Offline,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,1,2,1,2,2,1,0,3,2,1,2
269,269,25-34,Male,Bangalore,"Below Rs. 50,000",No,250,400,100,6000,350,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,,,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Overestimated,Underestimated,Accurate,1,1,1,1,1,1,0,1,5,5,,
270,270,55+,Female,Mumbai,"Below Rs. 50,000","Yes, for the whole household",300,250,50,8000,340,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,1,1,2,2,3,1,0,5,5,5,5
271,271,35-54,Female,Other,"Below Rs. 50,000","Yes, for the whole household",250,300,50,7000,350,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Digital,Offline,Pre Planned,Less Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,No Time,Accurate,Accurate,Overestimated,Accurate,Accurate,1,2,0,1,2,2,0,0,5,2,2,2
272,272,25-34,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,550,35,22000,650,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,1,1,1,1,0,5,4,2,2
273,273,18-24,Female,Mumbai,"Below Rs. 50,000",No,200,450,70,3500,250,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Online,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Accurate,Overestimated,Overestimated,Underestimated,Accurate,2,2,1,1,1,0,1,2,3,4,3,2
274,274,18-24,Male,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",200,300,40,21000,150,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Digital,Indifferent,Spontaneous,Less Frequent,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,1,1,1,2,2,0,0,1,5,3,4,2
275,275,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,350,500,45,15000,450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Accurate,Overestimated,Overestimated,2,1,1,1,2,0,2,0,5,5,5,5
276,276,35-54,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,500,50,11000,150,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Very Little Time,Accurate,Overestimated,Overestimated,Overestimated,Underestimated,2,1,1,2,2,2,2,2,5,2,2,1
277,277,18-24,Female,Other,"Rs. 50,000- 2,00,000",No,300,300,40,10000,200,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Online,Pre Planned,More Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,1,1,2,0,0,0,3,4,1,5
278,278,18-24,Male,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",300,300,50,20000,200,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Online,Pre Planned,Less Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,2,2,2,1,2,0,0,0,5,4,1,1
279,279,18-24,Female,Mumbai,"Below Rs. 50,000","Yes, but only for myself",255,350,40,20000,180,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Offline,Pre Planned,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,2,1,1,0,1,1,4,1,1,4
280,280,55+,Female,Mumbai,"Above Rs. 5,00,000","Yes, for the whole household",400,600,80,20000,300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Digital,Online,Spontaneous,Indifferent,More than 20%,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,1,1,0,1,1,3,1,0,5,4,5,3
281,281,35-54,Male,Other,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",400,400,50,10000,340,No,No,No,No,No,No,No,No,No,No,Digital,Offline,Pre Planned,Less Frequent,0,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,2,1,0,2,2,2,2,2,4,1,1,2
282,282,25-34,Female,Mumbai,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",450,250,60,9000,400,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Offline,Indifferent,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Accurate,Overestimated,Accurate,Overestimated,0,1,0,1,0,1,2,0,4,2,3,3
283,283,35-54,Male,Other,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",300,250,40,15000,400,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Digital,Offline,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Accurate,Accurate,Overestimated,Overestimated,2,2,2,2,2,2,1,1,5,1,1,1
284,284,25-34,Male,Bangalore,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",300,400,40,15000,700,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,2,1,1,1,1,1,1,2,5,5,2,2
285,285,25-34,Female,Mumbai,"Rs. 50,000- 2,00,000","Yes, but only for myself",400,550,40,25000,650,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Overestimated,2,1,1,2,2,1,1,2,5,4,3,3
286,286,25-34,Male,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",350,400,30,22000,600,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Overestimated,Underestimated,Overestimated,Overestimated,1,1,1,1,1,1,0,0,5,5,5,4
287,287,18-24,Female,Delhi/NCR,"Rs. 2,00,000- 5,00,000",No,350,200,40,6000,300,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Offline,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Accurate,Accurate,Underestimated,Accurate,2,2,1,2,1,0,1,1,5,1,5,5
288,288,35-54,Female,Other,"Rs. 50,000- 2,00,000",No,150,280,30,15000,600,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Underestimated,Accurate,Underestimated,Overestimated,Overestimated,1,2,1,2,2,2,0,1,5,4,4,2
289,289,35-54,Female,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",250,400,40,15000,90,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,2,1,1,1,2,1,0,5,3,1,1
290,290,18-24,Male,Bangalore,"Rs. 50,000- 2,00,000",No,300,500,40,15000,90,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,1,2,1,0,1,1,5,5,5,1
291,291,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",350,450,40,10000,180,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Spontaneous,More Frequent,0.05,,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Underestimated,2,1,2,1,2,1,3,0,3,3,4,5
292,292,18-24,Male,Delhi/NCR,"Rs. 50,000- 2,00,000",No,250,400,40,15000,90,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,1,2,1,0,1,1,5,5,5,1
293,293,35-54,Female,Kolkata,"Above Rs. 5,00,000","Yes, for the whole household",250,400,40,7500,220,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,1,1,1,2,2,2,2,3,3,3,2
294,294,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",250,400,40,15000,90,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,1,2,1,0,1,1,5,5,5,5
295,295,25-34,Male,Kolkata,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",300,500,40,8000,200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Offline,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,2,1,1,2,1,1,0,3,2,5,5
296,296,25-34,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",250,500,45,12500,650,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,1,1,2,1,5,4,4,3
297,297,18-24,Female,Delhi/NCR,"Below Rs. 50,000",No,200,550,35,11000,650,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,2,1,2,1,0,1,2,5,5,4,4
298,298,55+,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,550,40,20000,600,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,2,2,2,2,2,3,1,2,5,4,4,4
299,299,35-54,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",325,350,50,7500,250,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Overestimated,Overestimated,Accurate,Accurate,1,2,1,2,2,2,2,2,3,3,3,2
300,300,35-54,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",250,275,48,6000,225,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Very Little Time,Accurate,Accurate,Accurate,Underestimated,Underestimated,2,2,1,2,1,2,1,2,4,2,1,1
301,301,55+,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,350,40,7000,220,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Pre Planned,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,2,1,2,1,3,2,2,4,4,2,3
302,302,18-24,Male,Other,"Below Rs. 50,000","Yes, but only for myself",200,440,45,6000,169,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Overestimated,Accurate,Underestimated,Underestimated,2,1,1,1,1,0,2,2,5,5,1,2
303,303,55+,Male,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",350,400,35,13000,490,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,1,3,0,0,5,4,4,2
304,304,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,300,400,35,12000,500,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,2,1,1,2,5,5,3,2
305,305,18-24,Male,Delhi/NCR,"Below Rs. 50,000",No,200,450,45,15000,400,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,2,2,2,1,0,2,0,5,4,3,5
306,306,18-24,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,250,45,7500,185,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Indifferent,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,1,2,2,2,0,1,2,5,3,3,4
307,307,18-24,Female,Other,"Below Rs. 50,000",No,160,200,40,20000,90,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Offline,Spontaneous,Less Frequent,0.1,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Underestimated,Accurate,Accurate,Overestimated,Underestimated,1,2,2,2,2,0,0,1,3,1,4,2
308,308,18-24,Female,Delhi/NCR,"Above Rs. 5,00,000",No,300,450,50,11000,250,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cash,Offline,Spontaneous,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Overestimated,Overestimated,Accurate,2,2,2,2,2,0,1,2,2,1,5,4
309,309,18-24,Female,Other,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,480,40,8000,199,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,Less Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,1,2,2,1,2,0,0,0,4,3,5,2
310,310,25-34,Male,Other,"Above Rs. 5,00,000","Yes, for the whole household",,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Digital,Indifferent,,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Accurate,Accurate,Accurate,Accurate,1,2,0,2,1,1,1,0,4,3,,5
311,311,18-24,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",350,300,40,40000,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Accurate,Accurate,Overestimated,Underestimated,2,1,1,2,2,0,2,2,4,4,3,3
312,312,18-24,Female,Delhi/NCR,"Above Rs. 5,00,000",No,300,350,80,6000,200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Offline,Spontaneous,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Overestimated,Overestimated,Underestimated,Underestimated,2,2,1,2,2,0,2,1,1,2,4,2
